"";"ptt.dèj";"goûter";"soirée";"après.déjeuner";"après.dîner";"tt.moment";"maison";"travail";"salon.de.t";"amis";"resto";"bar";"variété";"comment";"sucre";"forme";"lieuachat";"type";"sexe";"CSP";"Sport";"âge";"âge_Q";"fréquence";"évasion.exotisme";"spiritualité";"bon.pr.la.santé";"diurétique";"convivialité";"absorption.fer";"féminin";"raffiné";"amaigrissant";"excitant";"relaxant";"ss.effet.santé"
"247";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"pur";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"F";"employé";"Pas.sportif";40;"35-44";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"248";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"lait";"sucré";"vrac";"magasin spécialisé";"t_haut_de_gamme";"F";"cadre moyen";"Pas.sportif";40;"35-44";"1/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"249";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet+vrac";"magasin spécialisé";"t_haut_de_gamme";"F";"étudiant";"Pas.sportif";21;"15-24";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"ss effet santé"
"250";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"F";"employé";"sportif";31;"25-34";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"251";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"resto";"bar";"parfumé";"pur";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"H";"étudiant";"sportif";21;"15-24";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"252";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"salon de t";"amis";"resto";"Pas.bar";"parfumé";"citron";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"employé";"Pas.sportif";24;"15-24";"3 à 6/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"253";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"bar";"parfumé";"pur";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"étudiant";"Pas.sportif";20;"15-24";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"254";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"H";"cadre moyen";"sportif";34;"25-34";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"255";"Pas.ptt dèj";"Pas.goûter";"soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"vrac";"GMS";"t_variable";"H";"cadre moyen";"sportif";33;"25-34";"3 à 6/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"256";"ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"lait";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"H";"employé";"Pas.sportif";24;"15-24";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"257";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"noir";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"H";"étudiant";"sportif";25;"25-34";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"258";"Pas.ptt dèj";"goûter";"Pas.soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"vert";"lait";"sucré";"sachet";"GMS";"t_MDD";"H";"cadre sup";"Pas.sportif";48;"45-59";"1 à 2/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"259";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"salon de t";"amis";"resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"H";"cadre sup";"sportif";26;"25-34";"+ de 2/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"260";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet+vrac";"GMS";"t_variable";"H";"étudiant";"sportif";21;"15-24";"1 à 2/sem";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"ss effet santé"
"261";"Pas.ptt dèj";"goûter";"soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"pur";"sucré";"vrac";"magasin spécialisé";"t_marque_connue";"H";"ouvrier";"sportif";30;"25-34";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"absorption fer";"Pas.féminin";"Pas.raffiné";"amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"262";"Pas.ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"vert";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"H";"cadre sup";"sportif";40;"35-44";"1 à 2/sem";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"263";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"noir";"lait";"Pas.sucré";"sachet";"GMS";"t_inconnu";"H";"cadre moyen";"Pas.sportif";57;"45-59";"+ de 2/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"264";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"amis";"resto";"bar";"parfumé";"pur";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"H";"employé";"sportif";29;"25-34";"3 à 6/sem";"évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"265";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"salon de t";"amis";"resto";"bar";"parfumé";"pur";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"autre actif";"Pas.sportif";36;"35-44";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"266";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet+vrac";"GMS";"t_haut_de_gamme";"H";"étudiant";"sportif";25;"25-34";"3 à 6/sem";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"267";"ptt dèj";"goûter";"Pas.soirée";"après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"salon de t";"amis";"resto";"Pas.bar";"noir";"lait";"Pas.sucré";"sachet+vrac";"GMS";"t_variable";"F";"étudiant";"sportif";21;"15-24";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"amaigrissant";"excitant";"Pas.relaxant";"ss effet santé"
"268";"ptt dèj";"goûter";"Pas.soirée";"après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"salon de t";"amis";"resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_haut_de_gamme";"F";"cadre sup";"sportif";24;"15-24";"+ de 2/jour";"évasion-exotisme";"spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"ss effet santé"
"269";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"noir";"pur";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_haut_de_gamme";"H";"employé";"sportif";25;"25-34";"3 à 6/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"ss effet santé"
"270";"ptt dèj";"goûter";"Pas.soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"salon de t";"amis";"resto";"Pas.bar";"parfumé";"lait";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"non actif";"Pas.sportif";89;"60 et +";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"271";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"pur";"sucré";"vrac";"GMS+mag.spé.";"t_variable";"F";"non actif";"Pas.sportif";90;"60 et +";"+ de 2/jour";"évasion-exotisme";"spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"ss effet santé"
"272";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"pur";"Pas.sucré";"vrac";"magasin spécialisé";"t_variable";"H";"cadre moyen";"sportif";27;"25-34";"1 à 2/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"273";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"salon de t";"amis";"resto";"bar";"parfumé";"autre";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"autre actif";"Pas.sportif";42;"35-44";"+ de 2/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"274";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"resto";"bar";"parfumé";"autre";"sucré";"sachet";"GMS";"t_variable";"H";"cadre sup";"Pas.sportif";46;"45-59";"1/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"275";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"pur";"Pas.sucré";"sachet";"GMS";"t_variable";"H";"étudiant";"sportif";22;"15-24";"1 à 2/sem";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"féminin";"raffiné";"amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"276";"Pas.ptt dèj";"goûter";"soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_variable";"F";"étudiant";"sportif";21;"15-24";"1 à 2/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"277";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"pur";"sucré";"vrac";"GMS+mag.spé.";"t_variable";"H";"cadre moyen";"sportif";48;"45-59";"1 à 2/sem";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"278";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"salon de t";"amis";"resto";"bar";"noir";"pur";"Pas.sucré";"vrac";"GMS+mag.spé.";"t_variable";"F";"employé";"sportif";44;"35-44";"3 à 6/sem";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"absorption fer";"féminin";"raffiné";"amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"279";"ptt dèj";"goûter";"Pas.soirée";"après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"bar";"noir";"pur";"Pas.sucré";"sachet+vrac";"GMS";"t_variable";"F";"étudiant";"sportif";21;"15-24";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"280";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"salon de t";"amis";"Pas.resto";"bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_variable";"F";"étudiant";"sportif";21;"15-24";"1 à 2/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"ss effet santé"
"281";"ptt dèj";"goûter";"soirée";"après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_variable";"H";"non actif";"sportif";21;"15-24";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"282";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_variable";"F";"étudiant";"sportif";22;"15-24";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"Pas.raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"283";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"salon de t";"amis";"Pas.resto";"bar";"parfumé";"pur";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"étudiant";"sportif";20;"15-24";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"284";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"citron";"sucré";"sachet";"GMS";"t_variable";"F";"autre actif";"Pas.sportif";37;"35-44";"1 à 2/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"285";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"H";"cadre sup";"Pas.sportif";26;"25-34";"1/jour";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"ss effet santé"
"286";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"salon de t";"amis";"resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_variable";"F";"autre actif";"sportif";31;"25-34";"+ de 2/jour";"évasion-exotisme";"spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"287";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"salon de t";"amis";"Pas.resto";"bar";"parfumé";"lait";"sucré";"vrac";"magasin spécialisé";"t_variable";"F";"non actif";"Pas.sportif";47;"45-59";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"ss effet santé"
"288";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"noir";"pur";"Pas.sucré";"sachet";"GMS";"t_haut_de_gamme";"H";"autre actif";"Pas.sportif";27;"25-34";"1 à 2/sem";"évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"ss effet santé"
"289";"ptt dèj";"Pas.goûter";"soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"parfumé";"lait";"sucré";"sachet";"GMS+mag.spé.";"t_bas_de_gamme";"H";"non actif";"sportif";60;"60 et +";"3 à 6/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"290";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"Pas.amis";"resto";"bar";"parfumé";"lait";"Pas.sucré";"sachet";"GMS";"t_inconnu";"H";"cadre sup";"sportif";34;"25-34";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"amaigrissant";"excitant";"Pas.relaxant";"ss effet santé"
"291";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet+vrac";"GMS";"t_variable";"F";"étudiant";"sportif";21;"15-24";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"292";"Pas.ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"citron";"sucré";"sachet";"GMS";"t_bas_de_gamme";"F";"non actif";"Pas.sportif";72;"60 et +";"1 à 2/sem";"évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"293";"ptt dèj";"Pas.goûter";"Pas.soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"lait";"sucré";"sachet";"GMS";"t_marque_connue";"F";"non actif";"sportif";53;"45-59";"+ de 2/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"294";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"parfumé";"lait";"sucré";"sachet";"GMS";"t_inconnu";"F";"autre actif";"sportif";32;"25-34";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"Pas.raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"295";"Pas.ptt dèj";"goûter";"soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"salon de t";"amis";"Pas.resto";"bar";"parfumé";"pur";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"cadre sup";"sportif";50;"45-59";"+ de 2/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"absorption fer";"féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"296";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"vert";"lait";"Pas.sucré";"sachet";"GMS";"t_variable";"F";"non actif";"sportif";68;"60 et +";"1 à 2/sem";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"297";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"salon de t";"amis";"Pas.resto";"Pas.bar";"vert";"lait";"Pas.sucré";"sachet+vrac";"magasin spécialisé";"t_haut_de_gamme";"H";"cadre sup";"sportif";50;"45-59";"+ de 2/jour";"évasion-exotisme";"spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"ss effet santé"
